stop_id,stop_name,stop_lat,stop_lon
544,Via Karl Wolf  - Karl Wolf Str.,46.680278,11.151111
545,Via Karl Wolf  - Karl Wolf Str.,46.680278,11.150833
546,Via Mozart - Mozart Str.,46.678889,11.153611
547,Via Mozart - Mozart Str.,46.678889,11.153333
548,Via Donizetti - Donizetti Str.,46.678056,11.155278
549,Via Donizetti - Donizetti Str.,46.678056,11.155000
550,Centro Commerciale - Einkaufszentrum,46.679444,11.134167
551,Centro Commerciale - Einkaufszentrum,46.679444,11.134444
552,Foresta - Forst,46.677778,11.118611
553,Parcheggio - Parkplatz,46.683056,11.074722
55351,via Noldin - Noldin Str.,46.427222,11.336389
554,Tel Ponte - Töll Brücke,46.677222,11.084167
555,Tel Ponte - Töll Brücke,46.677222,11.084167
556,Chiusa Tel - Schleuse Töll,46.680278,11.091667
557,Chiusa Tel - Schleuse Töll,46.680278,11.091667
558,Bivio Plars di Sopra - Abzw. Oberplars,46.683056,11.096944
559,Bivio Plars di Sopra - Abzw. Oberplars,46.683056,11.096111
560,Plars di mezzo - Mitterplars,46.682500,11.106667
561,Plars di mezzo - Mitterplars,46.682500,11.105833
562,- Maratscher,46.684167,11.112778
563,- Maratscher,46.684167,11.112500
564,Seggiovia Velloi - Sessellift Vellau,46.685556,11.113889
565,Seggiovia Velloi - Sessellift Vellau,46.685556,11.113611
568,Municipio - Rathaus,46.683333,11.121389
569,Municipio - Rathaus,46.683333,11.121389
572,Stazione Marlengo - Bhf Marling,46.664167,11.138333
573,- Steindl,46.658889,11.140278
574,- Steindl,46.658056,11.140278
575,Paese - Dorf,46.655556,11.140556
576,Paese - Dorf,46.655556,11.140833
577,Cantina di Marlengo - Kellerei Marling,46.647778,11.145556
578,Cantina di Marlengo - Kellerei Marling,46.648333,11.145833
580,S. Maria Assunta - Maria Himmelfahrt,46.667222,11.142222
581,COMBI,46.670000,11.146667
582,COMBI,46.669722,11.146667
583,Via Foro Boario  - Viehmarktstr.,46.671944,11.148611
584,Via Foro Boario  - Viehmarktstr.,46.671944,11.148333
585,Cimitero - Friedhof,46.673611,11.146944
586,Cimitero - Friedhof,46.673333,11.147222
587,Via S. Giuseppe  - St. Josef Str.,46.675833,11.143611
588,Via S. Giuseppe  - St. Josef Str.,46.675556,11.143889
589,Via IV Novembre - 4. November Str.,46.676111,11.145556
592,- Kaiserhof,46.671111,11.153056
593,- Kaiserhof,46.671111,11.153333
594,Via Otto Huber - Otto Huber Str.,46.671111,11.155278
595,Via Otto Huber - Otto Huber Str.,46.671111,11.155556
6,- Edelweiss,46.678611,11.087222
600,Via S. Francesco - St. Franziskus Str.,46.676667,11.154167
601,Ospedale Vecchio - Altes Krankenhaus,46.677500,11.152222
602,Parcheggio Karl Wolf - Karl Wolf Parkpla,46.675000,11.158333
603,Parcheggio Karl Wolf - Karl Wolf Parkpla,46.674722,11.158611
605,Via Leopardi - Leopardi Str.,46.664444,11.156111
606,Scuola Enrico Toti - Enrico-Toti-Schule,46.664722,11.152778
607,Via Wolkenstein - Wolkenstein Str.,46.663889,11.151111
608,Via Luis Zuegg - Luis Zuegg Str.,46.661667,11.149444
610,Via Marlengo - Marlingerstr.,46.664444,11.145556
611,Rione Marlengo - Marlinger Viertel,46.663056,11.144444
612,Via Manzoni - Manzoni Str.,46.667778,11.150833
617,Via Parini - Parini Str.,46.665000,11.170833
618,Astoria,46.667778,11.168889
621,Via dei Campi - Feldweg,46.663333,11.174444
622,Via Fink - Finkweg,46.661944,11.176389
623,Via Pienzenau - Pienzenauweg,46.661667,11.178611
624,Via Pienzenau - Pienzenauweg,46.661667,11.178889
625,- Tonner,46.660278,11.181389
627,Stazione Merano - Bhf Meran,46.673611,11.150278
628,Via Andreas Hofer - Andreas Hofer Str.,46.675278,11.152778
629,Via Andreas Hofer - Andreas Hofer Str.,46.675278,11.152778
630,- König Laurin,46.679167,11.147500
631,Via Cassa di Risparmio - Sparkassenstr.,46.670833,11.160278
633,Piazza della Rena - Sandplatz,46.670278,11.164167
634,Piazza della Rena - Sandplatz,46.670278,11.164167
635,- Plankenstein,46.668056,11.165556
636,- Plankenstein,46.667778,11.165833
637,Bivio Via Winkel - Abzw. Winkelweg,46.668889,11.168333
638,Bivio Via Winkel - Abzw. Winkelweg,46.668889,11.168333
640,Clinica S. Anna - St.-Anna-Klinik,46.669167,11.170278
641,Clinica S. Anna - St.-Anna-Klinik,46.669444,11.170278
642,Parco Schiller - Schillerpark,46.668889,11.171944
643,Parco Schiller - Schillerpark,46.668889,11.171944
644,Piazza Fontana - Brunnenplatz,46.669167,11.173889
645,Piazza Fontana - Brunnenplatz,46.668889,11.173889
647,Villa Maria,46.671389,11.173056
648,Asilo Maia Alta - Kindergarten Obermais,46.672500,11.173889
650,Lazago - Lazag,46.675000,11.176111
651,- Rundegg,46.669722,11.176944
652,Via Ivigna - Ifingerstr.,46.668889,11.179444
653,Via Ivigna - Ifingerstr.,46.668611,11.181111
654,Via Planta - Plantastr.,46.668611,11.184167
655,Ponte Rametz - Rametz Brücke,46.668889,11.185278
658,Bivio Avelengo - Abzw. Hafling,46.671111,11.190278
659,Bivio Avelengo - Abzw. Hafling,46.671389,11.191667
660,Castel Goiano - Schloß Goyen,46.671667,11.194722
661,Castel Goiano - Schloß Goyen,46.671389,11.195556
662,Eremita - Einsiedler,46.671389,11.200278
663,Eremita - Einsiedler,46.671667,11.201111
664,Funivie Merano 2000 - Bergbahnen Meran 2,46.670833,11.209167
666,- Schwoager,46.666944,11.204167
667,- Schwoager,46.666111,11.204167
668,S.Caterina - St. Kathrein,46.645556,11.210833
669,S.Caterina - St. Kathrein,46.645556,11.211111
671,Paese - Dorf,46.644444,11.225278
672,Parcheggio Nusser - Parkplatz Nusser,46.649167,11.217778
673,Parcheggio Nusser - Parkplatz Nusser,46.650278,11.216944
674,Avelengo di sopra - Oberdorf,46.653333,11.219167
675,Avelengo di sopra - Oberdorf,46.653611,11.219722
676,- Viertl,46.656667,11.221667
677,- Viertl,46.656944,11.222500
678,- Bergheim,46.658889,11.222778
679,- Bergheim,46.658889,11.223333
680,- Tommenknott,46.657222,11.228333
681,- Tommenknott,46.657500,11.228611
682,Villa Schäfer,46.661389,11.232778
683,Villa Schäfer,46.661389,11.232778
684,- Falzeben,46.665278,11.240278
686,Campo Sportivo Lahn - Sportplatz Lahn,46.656667,11.185000
687,Poligono - Schießstand,46.654722,11.184167
688,Via Castel Gatto  - Katzensteinstr.,46.657222,11.182778
689,- Förstler,46.622222,11.186389
690,Depuratore Sinigo - Kläranlage Sinich,46.623889,11.185278
691,Zona artigianale Sinigo - Handwerkerzone,46.630000,11.180278
6911,S. Anna - St. Anna,46.607500,11.160000
6912,Scuole Lana - Zollschule Lana,46.607222,11.164722
6913,Scuole Lana - Zollschule Lana,46.607500,11.165278
6919,Narano - Naraun,46.574722,11.161667
692,Zona artigianale Sinigo - Handwerkerzone,46.629444,11.180556
6920,Narano - Naraun,46.574444,11.161667
6921,- Longnui,46.568056,11.167500
6922,- Longnui,46.567778,11.168056
6923,Piazza Paese - Dorfplatz,46.563333,11.169167
6924,Piazza Paese - Dorfplatz,46.563611,11.169444
6925,Prissiano - Prissian,46.554167,11.179167
693,SunEdison,46.633889,11.177500
694,SunEdison,46.633889,11.177222
695,Via Enrico Fermi - Enrico Fermi Str.,46.636667,11.175833
696,Via Enrico Fermi - Enrico Fermi Str.,46.637500,11.175556
697,Via Enrico Tellini - Enrico Tellini Str.,46.642222,11.177778
698,Via Enrico Tellini - Enrico Tellini Str.,46.641944,11.177778
699,P. Vittorio Veneto - Vittorio Veneto Pla,46.645000,11.179722
700,P. Vittorio Veneto - Vittorio Veneto Pla,46.645000,11.179722
701,Ponte Mangione - Mangione Brücke,46.647222,11.177778
702,Ponte Mangione - Mangione Brücke,46.646944,11.178056
703,Latteria Sociale Merano - Milchhof Meran,46.653333,11.173333
704,Latteria Sociale Merano - Milchhof Meran,46.653611,11.172778
705,Piazza S. Vigilio - Vigilplatz,46.655833,11.168889
706,Piazza S. Vigilio - Vigilplatz,46.656389,11.168056
707,Via Fornaio - Bäckergasse,46.657500,11.166944
708,Via Fornaio - Bäckergasse,46.657778,11.166667
709,Via Hagen - Hagengasse,46.660278,11.165278
710,Via Hagen - Hagengasse,46.660000,11.165278
711,Piazza Kofler - Kofler Platz,46.661944,11.163889
712,Scuola Negrelli - Negrelli Schule,46.663056,11.162500
713,Scuola Negrelli - Negrelli Schule,46.663333,11.161944
714,Via Matteotti - Matteotti Str.,46.664444,11.161389
715,Via Matteotti - Matteotti Str.,46.664722,11.160833
718,A.S.L. - Sanitätseinheit,46.668056,11.163056
719,Via Petrarca  - Petrarca Str.,46.666111,11.159444
720,Bivio Tirolo - Abzw. Tirol,46.681667,11.166944
721,Bivio Tirolo - Abzw. Tirol,46.682500,11.166944
722,Monte S. Zeno - Zenoberg,46.675556,11.170000
723,Monte S. Zeno - Zenoberg,46.675833,11.170000
724,- Leiterhof,46.678889,11.167222
725,Lido - Schwimmbad,46.683056,11.161111
726,Lido - Schwimmbad,46.682778,11.161111
727,Minigolf,46.686111,11.158611
728,Minigolf,46.685833,11.158611
729,Distributore - Tankstelle,46.687222,11.156667
730,Autostazione - Busbahnhof,46.689722,11.155278
731,Tirolo Croce - Tiroler Kreuz,46.702222,11.157778
732,- Lechner,46.700000,11.154167
733,- Pamer Kreuz,46.697778,11.152222
734,Funivia Muta - Seilbahn Hochmuth,46.696389,11.152500
735,- Mühlanger,46.694722,11.154167
736,Scuole - Schulen,46.691667,11.154444
737,Scuole - Schulen,46.691389,11.154167
738,Autostazione - Busbahnhof,46.689444,11.155278
739,Lido - Schwimmbad,46.682500,11.161111
740,Salita Tirolo - Tirolersteig,46.678333,11.164722
741,Via Planta - Plantastr.,46.668611,11.183333
742,Azienda Energetica - Etschwerke,46.675556,11.148611
743,Azienda Energetica - Etschwerke,46.675833,11.148333
745,- Trauttmansdorff,46.662222,11.184167
746,Campo Sportivo Lahn - Sportplatz Lahn,46.656944,11.184722
748,- Trauttmansdorff,46.661111,11.183611
753,Parco di Maia - Maiapark,46.665556,11.170278
754,- Lorenz Böhler,46.667222,11.173889
755,Via Mayr Nusser - Mayr Nusser Str.,46.664444,11.177222
756,Via Orazio Gaigher - Orazio Gaigher Str.,46.663333,11.177778
758,Via Carlo Abarth - Carlo Abarth Str.,46.631389,11.177222
759,Via Carlo Abarth - Carlo Abarth Str.,46.631667,11.177222
760,Via Carlo Abarth - Carlo Abarth Str.,46.633333,11.177222
762,Borgo Andreina,46.655278,11.149722
763,Borgo Andreina,46.655278,11.149722
764,Molino Pobitzer - Pobitzer-Mühle,46.652778,11.153611
765,Molino Pobitzer - Pobitzer-Mühle,46.652500,11.153889
766,Scuola Zuegg - Zuegg Schule,46.651667,11.158333
768,Scuola Zuegg - Zuegg Schule,46.651944,11.157778
769,Via Max Valier - Max Valier Str.,46.651944,11.161389
770,Via Max Valier - Max Valier Str.,46.651667,11.160833
771,- Zipperle,46.654167,11.161389
772,- Zipperle,46.654444,11.161389
773,Via Fabio Filzi - Fabio Filzi Str.,46.643056,11.178333
775,- Raut,46.619167,11.187500
776,- Raut,46.618333,11.187778
777,Via Pfefferle - Pfefferleweg,46.612778,11.190000
778,Via Pfefferle - Pfefferleweg,46.612500,11.190556
779,Bivio Lana - Abzw. Lana,46.610000,11.191944
780,Bivio Lana - Abzw. Lana,46.610000,11.192222
794,Via Caserme - Kasernenstr.,46.659444,11.160000
795,Via Caserme - Kasernenstr.,46.659722,11.160278
796,Via dei Frutteti - Angerweg,46.657500,11.161944
797,Via dei Frutteti - Angerweg,46.656667,11.161667
798,Depuratore Sinigo - Kläranlage Sinich,46.624167,11.184722
799,Piazza Kofler - Kofler Platz,46.661667,11.163889
800,Stazione Maia Bassa - Bhf Untermais,46.656111,11.148611
801,Stazione Maia Bassa - Bhf Untermais,46.656667,11.147500
802,Via Piave - Piave Str.,46.666111,11.158333
803,Via Piave - Piave Str.,46.666111,11.158333
804,- Rundegg,46.670000,11.176667
805,Asilo Maia Alta - Kindergarten Obermais,46.672222,11.173611
806,Parco Marlengo - Marlingerpark,46.663889,11.148056
807,- König Laurin,46.678333,11.147778
809,Via Hirzer - Hirzerstr.,46.610000,11.162500
810,Via Leonardo da Vinci - Leonardo da Vinc,46.610000,11.166667
811,Tennis,46.612222,11.161667
812,Piazza Tribus - Tribus Platz,46.613333,11.157222
815,Zona Industriale Lana 1 - Industriezone,46.629167,11.171944
817,Zona Industriale Lana 2 - Industriezone,46.630278,11.169167
818,Zona Industriale Lana 3 - Industriezone,46.629722,11.166111
819,Stazione - Bahnhof,46.679444,11.130833
820,Stazione - Bahnhof,46.679444,11.130556
821,Lido - Schwimmbad,46.682778,11.161111
822,- Leiterhof,46.678889,11.166944
823,Distributore - Tankstelle,46.648333,11.218889
824,Via Verande - Verandenstr.,46.666667,11.148056
825,Via Merano - Meranerstr.,46.621111,11.143611
826,Via Merano - Meranerstr.,46.620833,11.143333
840,Via Nazionale - Reichstr.,46.645278,11.177222
841,Via Nazionale - Reichstr.,46.645556,11.177222
845,Convento dei Cappuccini - Kapuzinerklost,46.615000,11.145833
846,Convento dei Cappuccini - Kapuzinerklost,46.615000,11.146111
849,- Förstler,46.622222,11.186111
850,Chiesa - Kirche,46.538889,11.204444
851,Bivio Ospedale - Abzw. Krankenhaus,46.497222,11.304722
852,Zona produttiva Vurza - Handwerkerzone W,46.443056,11.340278
853,Bivio La Costa - Abzw. Seit,46.442500,11.343889
854,Bivio Merano - Meraner Kreuzung,46.493889,11.311389
855,Bivio Merano - Meraner Kreuzung,46.493611,11.311389
8565,Vigili del Fuoco - Feuerwehr,46.492222,11.393611
8566,Vigili del Fuoco - Feuerwehr,46.491944,11.394167
8567,Paese - Dorf,46.489167,11.404444
8568,Paese - Dorf,46.489167,11.403611
858,Via Schwanburg - Schwanburgstr.,46.541111,11.204167
859,Via Schwanburg - Schwanburgstr.,46.541111,11.204167
860,Vigili del Fuoco - Feuerwehr,46.543333,11.206111
861,Via Giuseppe di Vittorio - Giuseppe Di V,46.474167,11.330000
862,Via Braille - Braille Str.,46.472778,11.328056
863,Acciaierie - Stahlwerke,46.479722,11.334444
864,Rotonda Via Lancia - Kreisverkehr Lancia,46.482778,11.336111
865,Rotonda Via Lancia - Kreisverkehr Lancia,46.482778,11.335833
866,Passaggio a Livello Marlengo - Bahnhüber,46.661944,11.140000
867,Via Canonico Gamper - Kanonikus Gamper S,46.443889,11.348333
869,Campi Resia - Reschensportplätze,46.490000,11.318611
870,Zona Industriale Lana 1 - Industriezone,46.629167,11.171667
871,Zona Industriale Lana 3 - Industriezone,46.629444,11.166111
872,Zona Industriale Lana 2 - Industriezone,46.630278,11.169167
873,Via Aquila Nera - Schwarz Adler Str.,46.405556,11.320278
874,Stazione - Bahnhof,46.404722,11.316111
875,Ponte di Vadena - Pfattenbrücke,46.413611,11.315278
876,Via Sottomonte - Unterbergstr.,46.428056,11.343333
877,Via Dante - Dante Str.,46.425556,11.340556
878,Via Dante - Dante Str.,46.425556,11.340556
879,Via Sottomonte - Unterbergstr.,46.428056,11.343611
880,Bivio La Costa - Abzw. Seit,46.442222,11.343611
881,Masetta - Wachsbleiche,46.418611,11.305556
882,Mover - Mairhof,46.422778,11.306667
883,Masetta - Wachsbleiche,46.418611,11.305556
884,Stadio Europa - Europa Stadium,46.492500,11.314722
885,Stadio Europa - Europa Stadium,46.492778,11.315000
887,Ponte Rezia - Rätiabrücke,46.668333,11.152500
889,Via Mainardo - Meinhardstr.,46.674167,11.149722
890,Zona produttiva Avelengo - Gewerbegebiet,46.637778,11.231111
891,Zona produttiva Avelengo - Gewerbegebiet,46.638056,11.231111
892,- Kalkgruber,46.691389,11.167778
894,S. Anna - St. Anna,46.607222,11.159167
895,Vicolo Raffein - Raffeingasse,46.622222,11.141667
896,Via Villa - Villenerweg,46.623611,11.143889
897,- Burgwies,46.595556,11.147222
898,Via Lorenzer - Lorenzerweg,46.617222,11.148611
899,Via Campi - Feldweg,46.644444,11.146944
900,Via Campi - Feldweg,46.644444,11.146667
9000,SALEWA - SALEWA,46.470278,11.316389
9001,IIT - IIT,46.475278,11.318056
9002,SEL Ecotherm - SEL Ecotherm,46.474444,11.310000
9003,EURAC - EURAC,46.494722,11.346944
9004,EURAC - EURAC,46.494444,11.347222
901,Funivie Merano 2000 - Bergbahnen Meran 2,46.671389,11.208889
902,Funivie Merano 2000 - Bergbahnen Meran 2,46.671389,11.208889
903,Via Aldo Moro - Aldo Moro Str.,46.443611,11.347500
905,Paese - Dorf,46.403056,11.318611
906,Via Prantl - Prantlweg,46.604722,11.195833
907,Via Prantl - Prantlweg,46.605000,11.195556
908,Via Cappuccini - Kapuzinerstr.,46.611944,11.150278
909,Via Cappuccini - Kapuzinerstr.,46.611944,11.150278
910,- Gnealer,46.717500,11.186111
911,- Hochegger,46.725000,11.187778
912,- Hochegger,46.725000,11.187778
913,Vernurio - Vernuer,46.724167,11.180556
914,- Gnealer,46.717500,11.186111
915,- Lichtenburg,46.549167,11.210000
916,- Lichtenburg,46.548889,11.210000
918,Asilo S. Pietro - Kindergarten St. Peter,46.611111,11.152500
940,Via Hirzer - Hirzerstr.,46.610000,11.162500
9403,Ponte Adige - Sigmundskron,46.485278,11.299722
9404,Ponte Adige  - Sigmundskron,46.485278,11.299722
941,Chiesetta S. Valentino - St. Valentinski,46.664444,11.184167
942,S. Anna - St. Anna,46.607500,11.159722
943,Via Länd - Ländstr.,46.616667,11.142500
944,Filanda,46.423889,11.342222
945,Via Andreas Hofer - Andreas Hofer Str.,46.429167,11.338056
946,Cimitero - Friedhof,46.429444,11.340278
947,Via Diaz - Diaz Str.,46.422222,11.329444
948,Parco Marconi - Spielpark Marconi,46.424722,11.332222
949,via Goethe - Goethe Str.,46.426944,11.334167
951,Paese - Dorf,46.413056,11.304444
9610,Via Thalguter - Thalguter Str.,46.680556,11.125000
9620,Scuole - Schulen,46.681111,11.118889
9642,Bivio Scena - Abzw. Schenna,46.671944,11.190000
9643,- Mitterplatt,46.674722,11.188889
9646,Bivio Lido - Abzw. Schwimmbad,46.676944,11.188889
9648,Hotel Walter,46.681111,11.189167
9650,- Tannerhof,46.684444,11.188889
9651,Paese - Dorf,46.689722,11.187500
9664,- Moser,46.675833,11.121389
9665,- Moser,46.675833,11.121389
9666,Via Bellini - Bellini Str.,46.676944,11.156389
9667,Via Bellini - Bellini Str.,46.676944,11.156667
970,Apres Club,46.576667,11.213056
9701,Via Merano Pircher - Meranerstr. Pircher,46.498333,11.303333
9702,Via Merano Pircher - Meranerstr. Pircher,46.498611,11.303056
9703,Via Merano Camping - Meranerstr. Camping,46.500556,11.300000
9704,Via Merano Camping - Meranerstr. Camping,46.500833,11.299722
9705,Bagni di zolfo - Schwefelbad,46.503611,11.295556
9706,Bagni di zolfo - Schwefelbad,46.503889,11.295556
9707,Zona Cactus - Kaktussiedlung,46.505278,11.291944
9708,Zona Cactus - Kaktussiedlung,46.505556,11.291111
9709,Scuole - Schulen,46.510833,11.274167
971,Zona sportiva Cermes - Sportzone Tscherm,46.625278,11.147500
9710,Scuole - Schulen,46.510833,11.274167
9713,Chiusa - Klaus,46.519444,11.260278
9714,Chiusa - Klaus,46.519444,11.260278
9715,Scuole - Schulen,46.529167,11.249444
9716,Scuole - Schulen,46.529167,11.249167
9717,Novale di Sotto - Unterkreuth,46.536944,11.241111
9718,Novale di Sotto - Unterkreuth,46.536389,11.241944
9719,- Rauhenbühel,46.543611,11.238333
972,Zona sportiva Cermes - Sportzone Tscherm,46.625000,11.147500
9720,- Rauhenbühel,46.544722,11.238333
9721,- Schlemmer,46.551944,11.229444
9722,- Schlemmer,46.551944,11.229444
9723,- Bachau,46.555000,11.223889
9724,- Bachau,46.555556,11.223611
9725,Paese - Dorf,46.559444,11.223333
9726,Paese - Dorf,46.561111,11.223611
9727,Funivia - Seilbahn,46.563056,11.224167
9729,- Berghütten,46.571667,11.216944
9730,- Berghütten,46.571667,11.217222
9731,Zona produttiva Winkelau - Gewerbezone W,46.596667,11.200278
9732,Zona produttiva Winkelau - Gewerbezone W,46.596667,11.200278
9733,Zona produttiva Enzenberg - Gewerbezone,46.514167,11.268889
9734,Zona produttiva Enzenberg - Gewerbezone,46.513889,11.270000
9741,Piazza S. Urbano - St. Urban Platz,46.518611,11.233056
9743,Via Nalles - Nalserstr.,46.556111,11.220000
9744,Via Nalles - Nalserstr.,46.556944,11.220833
9747,Vigili del Fuoco - Feuerwehr,46.543333,11.205833
9753,- Mühlanger,46.694722,11.154167
9754,Funivia Muta - Seilbahn Hochmuth,46.696389,11.152778
9755,- Pamer Kreuz,46.697778,11.152222
9756,- Lechner,46.700000,11.153889
9761,- Aspmair,46.634722,11.217222
9762,- Aspmair,46.635000,11.217222
9763,- Reith,46.625833,11.209444
9764,- Reith,46.625833,11.209444
9765,- Egger,46.614722,11.220833
9766,- Egger,46.614722,11.220833
9767,Verano - Vöran,46.605556,11.226944
9768,Verano - Vöran,46.605833,11.226389
9769,- Obermathon,46.603889,11.232778
977,Via S.Valentino  - St. Valentin Str.,46.660278,11.182500
9770,- Obermathon,46.603889,11.231944
9771,Campo sportivo Verano - Sportplatz Vöran,46.608056,11.239167
9773,- Grumser,46.660833,11.202778
9774,- Grumser,46.661111,11.203056
9775,Distributore - Tankstelle,46.648333,11.218889
9776,- THALER,46.617222,11.226389
9777,- THALER,46.617222,11.226667
99,- Edelweiss,46.678889,11.088056
9903,Ponte di Vadena - Pfattenbrücke,46.413611,11.315000
9907,Paese - Dorf,46.413056,11.304722
9909,Birti,46.406111,11.298889
9911,- Unterpazeider,46.667222,11.135000
9912,- Unterpazeider,46.667500,11.135000
9913,- Krautsamer,46.650556,11.142778
9914,- Krautsamer,46.651111,11.142500
9915,- Tiefacker,46.648056,11.144167
9916,- Tiefacker,46.648056,11.144444
9917,- Reber,46.673611,11.129444
9918,- Reber,46.673611,11.129444
9951,Zona produttiva Cermes- Gewerbegebiet Ts,46.628611,11.147222
9952,Zona produttiva Cermes - Gewerbegebiet T,46.627500,11.147500
9953,- Wiesenhof,46.679167,11.137778
9954,- Wiesenhof,46.678889,11.138056
9980,Acquaviva - Ackpfeif,46.588889,11.160000
